n log_a5 sigma f_out logL
2.176958074247515640e+00 -9.890636133352360915e+00 1.289205802465824835e-01 9.696624912265396079e-02 1.111803960429189146e+03
2.181301857871681626e+00 -9.890648033732743372e+00 1.300049234865132131e-01 9.725268544030599149e-02 1.111804134389648425e+03
2.110989236282518000e+00 -9.916287069539775345e+00 1.302961474503577244e-01 9.660759223944734297e-02 1.111804660261500203e+03
2.116520342824165013e+00 -9.913784161152481289e+00 1.285834280327371459e-01 9.688901550025519338e-02 1.111804997106337851e+03
2.189343327788034976e+00 -9.873409410900055860e+00 1.277514356275682439e-01 9.866955508154419408e-02 1.111805449651069011e+03
2.103496722998710933e+00 -9.920917281142029864e+00 1.294286693614463413e-01 9.782182168342172524e-02 1.111806212731303731e+03
2.187962414037075032e+00 -9.871899211948447217e+00 1.303452947164912001e-01 9.796539028823994522e-02 1.111806705450200070e+03
2.170659803354582085e+00 -9.876725398541983836e+00 1.311397358883180653e-01 9.780327448833410486e-02 1.111806853782549069e+03
2.199892642882708582e+00 -9.884096909262144237e+00 1.299716083008993217e-01 9.984682066631853092e-02 1.111807255047407580e+03
2.142896050549326858e+00 -9.902274700649545736e+00 1.346410251940225455e-01 9.863103874518949765e-02 1.111807410443671870e+03
2.112529501971049939e+00 -9.904222727487518085e+00 1.327981618992631896e-01 9.994220443604916182e-02 1.111807548080004153e+03
2.129971518386249318e+00 -9.906201194868385684e+00 1.336643673782804964e-01 9.712859372361275223e-02 1.111807931219393140e+03
2.125905196139973974e+00 -9.914095378635831679e+00 1.341866020088374190e-01 9.918252507846418708e-02 1.111808244201487923e+03
2.198292237662601956e+00 -9.872864027364945727e+00 1.324575994732654083e-01 9.921016887975486753e-02 1.111809125868523097e+03
2.179149406593569260e+00 -9.891925102365981104e+00 1.293993575438743271e-01 9.742656686434414404e-02 1.111811619322565321e+03
2.111416656943367443e+00 -9.911277670332269807e+00 1.261471573476654062e-01 9.977508618362920800e-02 1.111812377186818594e+03
2.197529848739513625e+00 -9.883219193454831242e+00 1.296156300051553856e-01 9.900639948266548584e-02 1.111813219195474176e+03
2.201113971860189089e+00 -9.876814316789213066e+00 1.295610743639148410e-01 9.856383944441476919e-02 1.111814094266843313e+03
2.201552646535751556e+00 -9.874807517788211086e+00 1.283393733005619985e-01 9.913393270760975651e-02 1.111814153395241874e+03
2.145443232549347989e+00 -9.914564863346569723e+00 1.318694101197070423e-01 9.990089206443408809e-02 1.111814918387422949e+03
2.117712567783533117e+00 -9.912280810709056311e+00 1.338972703632128891e-01 9.859848987871631942e-02 1.111815231753937042e+03
2.162891715923775493e+00 -9.902939435757836861e+00 1.287162802336273004e-01 9.837330098807921253e-02 1.111815496802859570e+03
2.150522811957220171e+00 -9.897626974415587142e+00 1.344304124707423886e-01 9.808180082818249157e-02 1.111815579214446643e+03
2.167887194251325589e+00 -9.879580507253649557e+00 1.312456886821268265e-01 9.704726194630317049e-02 1.111815770000248222e+03
2.123950954062416407e+00 -9.905898108579918926e+00 1.293743017180167265e-01 9.590945617031426673e-02 1.111815935996979533e+03
2.183143820484498399e+00 -9.870926838137796366e+00 1.316194916443950147e-01 9.927537332968802697e-02 1.111816382553759013e+03
2.167474044232654329e+00 -9.883339178141568482e+00 1.300060750011034494e-01 9.590068401473071658e-02 1.111816513234770355e+03
2.155947202687903630e+00 -9.890679134481061396e+00 1.319828674317387596e-01 9.543207843820777914e-02 1.111817056623087410e+03
2.099868605923534304e+00 -9.917946926597027257e+00 1.316811609545656681e-01 9.828220541891115325e-02 1.111817456782809586e+03
2.125125330837116078e+00 -9.918174129557097984e+00 1.309576724858100838e-01 9.740073018101694236e-02 1.111817475929291959e+03
2.163886248912073818e+00 -9.898004755556097933e+00 1.327331270276847774e-01 9.679112765978900579e-02 1.111818207443633128e+03
2.175510049205159113e+00 -9.883550502076838384e+00 1.342223800090422969e-01 9.925005399951206120e-02 1.111818447044283403e+03
2.117285173419252153e+00 -9.913510150018726819e+00 1.264626596555444848e-01 9.906021928232153217e-02 1.111819054573246603e+03
2.181186989471362914e+00 -9.884013452466454908e+00 1.261046078832458173e-01 9.954435813387796372e-02 1.111820576098968104e+03
2.102578319289192699e+00 -9.926129421443160794e+00 1.320741552623416748e-01 9.949551653369337334e-02 1.111820982741669468e+03
2.100214659755563762e+00 -9.916727779250452457e+00 1.318744960172342218e-01 9.848217354460379880e-02 1.111821343544129377e+03
2.205371249746560736e+00 -9.874802909524063921e+00 1.315591869882667408e-01 9.944134904390317109e-02 1.111821606132971965e+03
2.115641546092739134e+00 -9.904191220858779232e+00 1.274080919077213159e-01 9.872623306073263771e-02 1.111821759448056810e+03
2.175122414574920171e+00 -9.880597377653705493e+00 1.334822075703409605e-01 9.842114920038275150e-02 1.111823577458789259e+03
2.170828943120329590e+00 -9.882814066016258892e+00 1.343908412877838909e-01 9.997248052575727351e-02 1.111824010683841152e+03
2.122583465041717687e+00 -9.901581681651816069e+00 1.299357942782512487e-01 9.668386882280224914e-02 1.111824772464088255e+03
2.157533416622488431e+00 -9.896643767300902894e+00 1.261374500968491796e-01 9.863828623301999776e-02 1.111825499034802306e+03
2.178607470152843284e+00 -9.883059134358937570e+00 1.308767456010292984e-01 9.598430653845195504e-02 1.111826070456286516e+03
2.147567113641975833e+00 -9.902843869254654763e+00 1.326242224288140537e-01 9.580970128199010893e-02 1.111826551283827257e+03
2.153186786874953462e+00 -9.900123215853760428e+00 1.328625321280419991e-01 9.602133917093097493e-02 1.111827568028933229e+03
2.110551112456104050e+00 -9.902588856491423286e+00 1.282065854589595211e-01 9.985245788509405918e-02 1.111827793868929348e+03
2.137643487568992029e+00 -9.904422620106220876e+00 1.306266375118909084e-01 9.499106544297614141e-02 1.111827902008026285e+03
2.126865163435210704e+00 -9.915001305858236691e+00 1.335350367473921718e-01 9.834057217338704193e-02 1.111828037738906005e+03
2.117568055743480393e+00 -9.916252609989680167e+00 1.330314671279185512e-01 9.766586221293731274e-02 1.111828720707688262e+03
2.140668090945444746e+00 -9.907049613153652956e+00 1.313999284370228060e-01 9.552032885361522174e-02 1.111828999961445334e+03
2.153090100259626105e+00 -9.880995859237673429e+00 1.305035425217378475e-01 9.877975790510065690e-02 1.111829013193746050e+03
2.150244565073945235e+00 -9.881405738126753491e+00 1.310971348594118513e-01 9.956808557523420811e-02 1.111829257149208843e+03
2.144748039410103058e+00 -9.902354703726979679e+00 1.254759630978143914e-01 9.956759291589273309e-02 1.111829997320478469e+03
2.179316098888072428e+00 -9.871445814063299906e+00 1.283741249870707923e-01 9.928627228348745060e-02 1.111830286008141684e+03
2.155174489351622924e+00 -9.889836370720486158e+00 1.325783215715530816e-01 9.610798192070729717e-02 1.111830673305418941e+03
2.124572106189103415e+00 -9.904937746577710200e+00 1.286456668030721562e-01 9.636281843957010540e-02 1.111830729643993891e+03
2.172715691797795223e+00 -9.879788966207948775e+00 1.317543462962140199e-01 9.684871518517570999e-02 1.111830974225040791e+03
2.176504306595329119e+00 -9.888550063300193926e+00 1.288421665860980669e-01 9.665345711479403357e-02 1.111832025174470118e+03
2.164655519850770204e+00 -9.893223990884306929e+00 1.339222119278167811e-01 9.763139821060724810e-02 1.111832066060481793e+03
2.148083723763701602e+00 -9.900310614740257975e+00 1.301085130379334154e-01 9.501324125622638561e-02 1.111832454039377581e+03
2.103089630456496550e+00 -9.915440192043430301e+00 1.270858794335886777e-01 9.948006265112302460e-02 1.111833161599341793e+03
2.100639827557530204e+00 -9.921938799593327474e+00 1.271720413289007534e-01 9.997285475725092851e-02 1.111833866338801045e+03
2.173726671122828691e+00 -9.879271694732064901e+00 1.259868174300228794e-01 9.967162927912104342e-02 1.111834117374377456e+03
2.116392753663609128e+00 -9.922814329656848287e+00 1.321397700849867018e-01 9.901255147374377064e-02 1.111834373247154872e+03
2.165029498210551573e+00 -9.898046515840221105e+00 1.277358680800217416e-01 9.792629657096753315e-02 1.111835068264604615e+03
2.164757979149627865e+00 -9.876037570061887649e+00 1.312037348749245380e-01 9.933028931855492072e-02 1.111835475962593591e+03
2.133495750676516423e+00 -9.894371267616007160e+00 1.315859528497526632e-01 9.724604758484638178e-02 1.111837301987480942e+03
2.112690645964951486e+00 -9.910157366995562711e+00 1.337657489020117607e-01 9.953276285420721570e-02 1.111838037166541653e+03
2.196962734248921745e+00 -9.881219384297963870e+00 1.283449855305415777e-01 9.915871620702450262e-02 1.111838182107709144e+03
2.146959933536296550e+00 -9.911512033256714815e+00 1.321636047055067542e-01 9.858749644161585168e-02 1.111838301555848602e+03
2.159747058686956489e+00 -9.885759136585578588e+00 1.276446647712011773e-01 9.717888585955547498e-02 1.111838754104222062e+03
2.106310743532887386e+00 -9.920515075648625114e+00 1.307874378006514404e-01 9.743648541719335254e-02 1.111839584326254680e+03
2.088002264899142979e+00 -9.926260528502263369e+00 1.307218761841106858e-01 9.996720101151429505e-02 1.111839682034511952e+03
2.112916208947514640e+00 -9.923540964964063349e+00 1.303311631849277119e-01 9.847389671392232924e-02 1.111840355441809152e+03
2.180481151819248176e+00 -9.885857081432714466e+00 1.304982913666977162e-01 9.622832072112802448e-02 1.111840396038956214e+03
2.125548914275165124e+00 -9.907387032001468086e+00 1.313894436808468180e-01 9.552977531660630794e-02 1.111840622844547170e+03
2.200276449257358991e+00 -9.882080387788036546e+00 1.317572773055865065e-01 9.978993455835562243e-02 1.111840897661621966e+03
2.132168253775637901e+00 -9.916216784784429805e+00 1.335651281750345754e-01 9.971367809970296814e-02 1.111841291091422818e+03
2.141631542407356648e+00 -9.899792427532869254e+00 1.334920274314639055e-01 9.656746543116195847e-02 1.111841728972507326e+03
2.134079266419369070e+00 -9.897878446783709094e+00 1.289355657022467905e-01 9.618312224462695348e-02 1.111841776248786800e+03
2.108420565960111404e+00 -9.908331795702777001e+00 1.293971631772456998e-01 9.794658913425226265e-02 1.111841810766271237e+03
2.123032457505454218e+00 -9.922402306132243055e+00 1.318932994773907019e-01 9.965511450813691052e-02 1.111842471128239367e+03
2.187754585731437551e+00 -9.887597600219278249e+00 1.328930772146317829e-01 9.913065512931359957e-02 1.111842788534903320e+03
2.179543178635061640e+00 -9.886004048150464740e+00 1.318326919877204073e-01 9.640211779253071711e-02 1.111843665505000899e+03
2.145175003796669255e+00 -9.914707435806345615e+00 1.305128934151266740e-01 9.959069710952642152e-02 1.111843694026035337e+03
2.161072934061157191e+00 -9.888806954708297070e+00 1.264974690768276844e-01 9.801486071874621064e-02 1.111844029364062862e+03
2.154676610703241568e+00 -9.899418806275164684e+00 1.265249013439716519e-01 9.833846544485436159e-02 1.111844050146914242e+03
2.144383872722202877e+00 -9.885302977942693303e+00 1.280651916637137733e-01 9.909275699413706839e-02 1.111844569191858227e+03
2.157517915871212999e+00 -9.890102540278675747e+00 1.290341843315766512e-01 9.563378395700355972e-02 1.111844814381139713e+03
2.169965417720390199e+00 -9.878878630264997796e+00 1.327827463389609219e-01 9.847807147762269175e-02 1.111845948964240279e+03
2.173794115279727102e+00 -9.873521294617523480e+00 1.301646379640086504e-01 9.866633733310847809e-02 1.111846079162201704e+03
2.156374978245840790e+00 -9.899705823482845446e+00 1.333686758966775021e-01 9.689246465462074409e-02 1.111846135513082572e+03
2.185591460450521772e+00 -9.874303153613929851e+00 1.283758194929524588e-01 9.807746741109191202e-02 1.111846386152619516e+03
2.137300403501781965e+00 -9.900497680925791855e+00 1.347645204230377147e-01 9.957230288204715896e-02 1.111846818129087751e+03
2.184830473584427502e+00 -9.873308026695257311e+00 1.298605049507886855e-01 9.774760692765688264e-02 1.111846906603042498e+03
2.129090050429914172e+00 -9.913507923383383158e+00 1.294233566143818959e-01 9.662120332903277597e-02 1.111846939885064558e+03
2.148821903659980936e+00 -9.895612111995291116e+00 1.286802035819933354e-01 9.563875415015296588e-02 1.111848085505459721e+03
2.110239005091945508e+00 -9.925344396553931858e+00 1.289033073098520554e-01 9.960838163239782439e-02 1.111848169126429639e+03
2.165594155645473862e+00 -9.888705254040875303e+00 1.342084581887992567e-01 9.838302068465014372e-02 1.111848272476601323e+03
2.148027298535795104e+00 -9.888918996032673547e+00 1.302265228337769476e-01 9.625534654385241307e-02 1.111848374250762390e+03
2.127328657327953287e+00 -9.903307720073156517e+00 1.320633968894378008e-01 9.606553270610533601e-02 1.111848680439634336e+03
2.184414389825422020e+00 -9.877234868269109569e+00 1.336413699852034842e-01 9.959970016737862419e-02 1.111849014879100196e+03
2.189563269078804275e+00 -9.880128740826124911e+00 1.266384896562895435e-01 9.957393976768259825e-02 1.111849778254812918e+03
2.165664990985898264e+00 -9.888337137190287507e+00 1.294490905097717137e-01 9.556183934164365346e-02 1.111850398646396116e+03
2.207922932456728660e+00 -9.866283568500083589e+00 1.294297664664175174e-01 9.993249479996593743e-02 1.111850631005332161e+03
2.106902925582645025e+00 -9.915283830592223069e+00 1.266754509448433375e-01 9.956084814288268525e-02 1.111850832367439125e+03
2.115102472147763812e+00 -9.900660894199592832e+00 1.283432855369130987e-01 9.934128181244841760e-02 1.111851265595924360e+03
2.102484388378686564e+00 -9.910575221457538220e+00 1.276101033501458315e-01 9.979240627441236799e-02 1.111852911638211481e+03
2.137291767584458047e+00 -9.914019306464206593e+00 1.330352669812063238e-01 9.871341212907819296e-02 1.111853268230638605e+03
2.114932753425627254e+00 -9.921924927320240784e+00 1.314137864038865122e-01 9.811342550458060363e-02 1.111853846828712904e+03
2.178416548859117174e+00 -9.871778558285514649e+00 1.293432020548820338e-01 9.891992297185464578e-02 1.111854792786984717e+03
2.151801763842041471e+00 -9.896872732330827205e+00 1.283135316303500861e-01 9.594999708780997671e-02 1.111854934616596893e+03
2.096154334394806362e+00 -9.912892773493407361e+00 1.294132291010168523e-01 9.981459508162177086e-02 1.111856278748811974e+03
2.124202259880566324e+00 -9.897692924514169377e+00 1.302645952244065042e-01 9.770053357641868275e-02 1.111856527500496213e+03
2.127658329154909822e+00 -9.911101807831540711e+00 1.315603669685875277e-01 9.578520394124173665e-02 1.111858108271835135e+03
2.148967875912326964e+00 -9.899383242825631868e+00 1.308782300388746100e-01 9.491011187923119319e-02 1.111858191952829429e+03
2.139387225510427815e+00 -9.891804804510345051e+00 1.272530997781756712e-01 9.823736819390470332e-02 1.111858601285371606e+03
2.173420822630709459e+00 -9.883661503785893032e+00 1.314628025413325796e-01 9.595556949912843747e-02 1.111858715675082976e+03
2.170967634788273148e+00 -9.895739699048226257e+00 1.275567369717812150e-01 9.852227428961941869e-02 1.111859320233848848e+03
2.149384954346928556e+00 -9.903798627130070642e+00 1.339288795520200137e-01 9.794465944370711608e-02 1.111860379849659466e+03
2.123063541274862409e+00 -9.909844619297498269e+00 1.299992314847656927e-01 9.575155384577357931e-02 1.111860673372432757e+03
2.139652570169133128e+00 -9.912901129355095264e+00 1.324755818946070085e-01 9.801692224586662505e-02 1.111860890733586530e+03
2.125561319373608704e+00 -9.909775832784147198e+00 1.279138001304101213e-01 9.696583128954870678e-02 1.111862013204966843e+03
2.127493121024446765e+00 -9.894372331710705737e+00 1.285648275033377530e-01 9.868329606289656664e-02 1.111862121729418050e+03
2.198889128547368621e+00 -9.876680367958668327e+00 1.276729261275516558e-01 9.949927866118585262e-02 1.111863137408008697e+03
2.128193374966477425e+00 -9.910747460129933017e+00 1.275870566568219899e-01 9.744705693098851262e-02 1.111863296164454596e+03
2.150489666077289641e+00 -9.892233503457902088e+00 1.298478321140718594e-01 9.534859562083414231e-02 1.111863808208505361e+03
2.152886364539520869e+00 -9.900321583669626335e+00 1.329429444266382321e-01 9.619565184086965870e-02 1.111864334114459780e+03
2.151007535836350293e+00 -9.912431310378348570e+00 1.304123316312220948e-01 9.983559033405088601e-02 1.111864666902600675e+03
2.151009639719471789e+00 -9.894751875440341848e+00 1.299616917264213578e-01 9.504999371427452770e-02 1.111865507124900887e+03
2.150045749663156869e+00 -9.902988186974795326e+00 1.292693744026451874e-01 9.599676480178062632e-02 1.111865841813435509e+03
2.139902990874090527e+00 -9.902488521957256040e+00 1.302678673004407650e-01 9.501888250699079552e-02 1.111866095071840164e+03
2.114016317713750759e+00 -9.905200199405314265e+00 1.285249955173591585e-01 9.801227519114613651e-02 1.111866399318489584e+03
2.095531441444207665e+00 -9.922473042938438681e+00 1.324121433170349360e-01 9.974680471969606110e-02 1.111866421520560380e+03
2.133535156705246294e+00 -9.898615225915921911e+00 1.335249384644883741e-01 9.789631555384881167e-02 1.111867040725826882e+03
2.166937800846677309e+00 -9.879123408427840758e+00 1.280479391840427250e-01 9.802576071930224622e-02 1.111867719121813934e+03
2.190461468700673375e+00 -9.882641675402847881e+00 1.284949756711070701e-01 9.814945174948919160e-02 1.111868485880055232e+03
2.190169896617113920e+00 -9.885763438540152492e+00 1.327655975697962787e-01 9.912975285651977331e-02 1.111868661782784784e+03
2.155939113758878367e+00 -9.887138438624944570e+00 1.308756415704361853e-01 9.590364594063409409e-02 1.111868667460934375e+03
2.139848736399318163e+00 -9.898279176658249412e+00 1.323503321184749670e-01 9.571873912752595914e-02 1.111869236144069191e+03
2.146551468366945326e+00 -9.906579960460373258e+00 1.279313603513089759e-01 9.758293704304429883e-02 1.111869244231905896e+03
2.177046251772474683e+00 -9.878921849328527571e+00 1.331084144717349094e-01 9.836182713924579435e-02 1.111869332373797761e+03
2.155173234302979690e+00 -9.902270056454717917e+00 1.317475502124351161e-01 9.611593043651162072e-02 1.111869579346236605e+03
2.147838164179407094e+00 -9.893686925683361721e+00 1.269980660963684893e-01 9.735432604998323081e-02 1.111869650667461428e+03
2.133626995166977736e+00 -9.896853188802346324e+00 1.259232473979189082e-01 9.937167356465737011e-02 1.111870175637192460e+03
2.191296204994112262e+00 -9.869864380740454024e+00 1.308120739381474773e-01 9.876033862432587185e-02 1.111870488455817849e+03
2.168960903229196546e+00 -9.899315967848600906e+00 1.299390751219994533e-01 9.768772512458007151e-02 1.111871014205408528e+03
2.149154501815405460e+00 -9.909358252856232951e+00 1.335613635122198106e-01 9.969618917228209587e-02 1.111871151152809034e+03
2.162937106601694026e+00 -9.878328786779803750e+00 1.283109399912328863e-01 9.865334190885567678e-02 1.111871478836140568e+03
2.168221370204512333e+00 -9.877646015096656740e+00 1.266966454009391396e-01 9.961886613662535028e-02 1.111871542455627150e+03
2.200208082905516171e+00 -9.878136802955374662e+00 1.313651721595826549e-01 9.875637977456876160e-02 1.111871689689170580e+03
2.131967736510565814e+00 -9.910225111801736375e+00 1.266721878351585451e-01 9.860507303374324573e-02 1.111872332839229784e+03
2.118328818986141115e+00 -9.917281889280795681e+00 1.331859113092733193e-01 9.823221031717424556e-02 1.111872934128696897e+03
2.193381977872507882e+00 -9.867507092336563090e+00 1.292459792386095874e-01 9.946524294466507765e-02 1.111873319157791229e+03
2.172594357743994564e+00 -9.883699912600578230e+00 1.300982833675680128e-01 9.586581130637111814e-02 1.111873465855409222e+03
2.170604169448314025e+00 -9.877207340773120237e+00 1.313938076069003369e-01 9.788172504159586840e-02 1.111873722587510201e+03
2.197194157196408426e+00 -9.881192427098186570e+00 1.303316791105364747e-01 9.842906419226281345e-02 1.111874538607118666e+03
2.105671149513653084e+00 -9.917576616561202485e+00 1.281303819647851561e-01 9.829802395582157293e-02 1.111875923884467738e+03
2.148519266347445722e+00 -9.886678562332802400e+00 1.275308963522227557e-01 9.825120286865085539e-02 1.111876266807676529e+03
2.105006737964540520e+00 -9.917409763410047319e+00 1.269700376363607774e-01 9.950343842391612403e-02 1.111876643209118583e+03
2.191552286553334117e+00 -9.870913479147922942e+00 1.282273033676716301e-01 9.897391282792475375e-02 1.111876740069397783e+03
2.115928233378386203e+00 -9.901359056002851489e+00 1.313122719606801825e-01 9.878999182934693202e-02 1.111876841254984356e+03
2.115541222564699453e+00 -9.908154585351439891e+00 1.262213110402258809e-01 9.953180320328681996e-02 1.111877178173560878e+03
2.144463190529522834e+00 -9.914761310785385362e+00 1.302301176190985843e-01 9.953646295999149518e-02 1.111877610680314774e+03
2.112082411463385156e+00 -9.920599869459710618e+00 1.297105311550921514e-01 9.764914909520612529e-02 1.111878352770433139e+03
2.123684514137329948e+00 -9.905646836102551589e+00 1.323313472165702775e-01 9.645404528893146423e-02 1.111879117784450273e+03
2.191625052176373600e+00 -9.866931082460924429e+00 1.305459152377640430e-01 9.987720921030712740e-02 1.111879459634190198e+03
2.109447529045854086e+00 -9.902910586843411522e+00 1.307456235155951552e-01 9.989215993929528858e-02 1.111879987342259028e+03
2.144695354481032545e+00 -9.899951538615027857e+00 1.328950381735357344e-01 9.583823420749454369e-02 1.111880171024914262e+03
2.198605705661303311e+00 -9.880112065642506991e+00 1.286167388645181320e-01 9.917035261181222916e-02 1.111880543814495695e+03
2.173303164593863634e+00 -9.873487027215228196e+00 1.284207973154805893e-01 9.921444158213803266e-02 1.111880580641609413e+03
2.198524213859537113e+00 -9.871862832099868257e+00 1.323271350004372460e-01 9.943870794870118823e-02 1.111880715795507285e+03
2.111038188900640211e+00 -9.911885232825820680e+00 1.308223584199059986e-01 9.679275894078004372e-02 1.111880820692195812e+03
2.155646895379542904e+00 -9.900166464986865478e+00 1.323125103425821791e-01 9.597016012178305466e-02 1.111881628297216139e+03
2.156842501238051213e+00 -9.890021054930842936e+00 1.300162722184393382e-01 9.534363459463805757e-02 1.111881776521801385e+03
2.115722627114024590e+00 -9.915891507935258531e+00 1.341708018190071738e-01 9.986885136112955141e-02 1.111882598792480167e+03
2.124053421636597161e+00 -9.920267890772755948e+00 1.294190886974300181e-01 9.867550986381479206e-02 1.111883432550290991e+03
2.202075511260957796e+00 -9.868504391248517749e+00 1.316950564663038059e-01 9.978519783742452465e-02 1.111885411563160233e+03
2.128984468749864689e+00 -9.897620714836353528e+00 1.305618593618589063e-01 9.674816258753965448e-02 1.111886673603200506e+03
2.113844563429700951e+00 -9.902485602998488901e+00 1.304136811682559127e-01 9.857090326588582863e-02 1.111886710187354311e+03
2.175244367269757451e+00 -9.880110959285847372e+00 1.310402243625156116e-01 9.647461234112743311e-02 1.111887178025274352e+03
2.173111715936014932e+00 -9.897305251290791972e+00 1.318483005777382755e-01 9.807445172546017109e-02 1.111887996015350836e+03
2.186587920132044172e+00 -9.884243124185527307e+00 1.322932508083522751e-01 9.763442886277433341e-02 1.111888271333268676e+03
2.161161258134956409e+00 -9.881557239792712721e+00 1.330936052518893464e-01 9.918689553588395935e-02 1.111888774812932979e+03
2.171737332289582767e+00 -9.895187846375151253e+00 1.317628433102397967e-01 9.693576380124707681e-02 1.111888860581412246e+03
2.149545493889637005e+00 -9.885686280514313751e+00 1.331762391410002966e-01 9.966032106434884186e-02 1.111889011778900795e+03
2.119732173902048267e+00 -9.916786341287892270e+00 1.316123706802047599e-01 9.685094003082694858e-02 1.111889030985191994e+03
2.122043582723160959e+00 -9.913960832414613122e+00 1.269974863369549567e-01 9.858436970404808875e-02 1.111889509224657104e+03
2.098694644345634686e+00 -9.921023202112003503e+00 1.328639905806350274e-01 9.982922508751077006e-02 1.111890056124993862e+03
2.124554133398885547e+00 -9.905692052320230090e+00 1.307694470012809307e-01 9.572868069736105434e-02 1.111890656532117191e+03
2.124865693483151574e+00 -9.902938939156168630e+00 1.336632798075395034e-01 9.864510973322604404e-02 1.111890991403358612e+03
2.136877825724013746e+00 -9.893118173567621909e+00 1.269277371927971521e-01 9.862835438236813856e-02 1.111891035881931657e+03
2.130481634858361950e+00 -9.901560485858411198e+00 1.303355209936722381e-01 9.561134678006066867e-02 1.111891568434422425e+03
2.109027462691749122e+00 -9.921373918401567238e+00 1.330329350813314049e-01 9.919085410314446016e-02 1.111892092543396984e+03
2.125642395850116273e+00 -9.908300711083599666e+00 1.309139932565850650e-01 9.554780583484796808e-02 1.111892109478866587e+03
2.157112518049392857e+00 -9.898804128078854347e+00 1.318127274645085056e-01 9.562940932728172805e-02 1.111892111556600639e+03
2.135585685464530314e+00 -9.909285576580384003e+00 1.261366741522582935e-01 9.941377023171804606e-02 1.111892949990620536e+03
2.153889180544738213e+00 -9.892562047431583849e+00 1.337561860380723777e-01 9.734292204070492394e-02 1.111893049098900519e+03
2.115468582801367070e+00 -9.912776785974021010e+00 1.316100625758125087e-01 9.647476988313739843e-02 1.111893373853917183e+03
2.131194250100200804e+00 -9.916141871007020825e+00 1.335598731960482843e-01 9.964589650714278379e-02 1.111893984792953688e+03
2.154133818265749234e+00 -9.886573638793905161e+00 1.267541056715071890e-01 9.842394036616930464e-02 1.111894266648910161e+03
2.196161199539762521e+00 -9.885025159701861242e+00 1.314378188938890579e-01 9.949461671270196095e-02 1.111894577578714916e+03
2.146873164488381391e+00 -9.910655982826403587e+00 1.329015523707191559e-01 9.894155949937882832e-02 1.111894783064289868e+03
2.116672225032784294e+00 -9.905793844777589285e+00 1.336720632125756314e-01 9.979203089567489915e-02 1.111895363339415098e+03
2.105561854216967621e+00 -9.916741315336313534e+00 1.317621252893217410e-01 9.765877375577092234e-02 1.111895521295253275e+03
2.163068776276484417e+00 -9.888604248211542824e+00 1.342897228737283122e-01 9.876166452641718663e-02 1.111895915069447256e+03
2.173198636243591331e+00 -9.881430680290222313e+00 1.274131939743679276e-01 9.778732641450595120e-02 1.111896091573932836e+03
2.147525232051743949e+00 -9.912172862970830778e+00 1.281733214431327594e-01 9.997784454737193571e-02 1.111896441482474984e+03
2.126824729442654771e+00 -9.915740975003458857e+00 1.337166187608404555e-01 9.914427074858878086e-02 1.111897519658012015e+03
2.158527100028862389e+00 -9.893518795039931035e+00 1.343252480264605087e-01 9.830121258021320974e-02 1.111898321573624344e+03
2.172332776899092543e+00 -9.891981491687428019e+00 1.298898518297712246e-01 9.624434499241488195e-02 1.111899046249215644e+03
2.155077628702609438e+00 -9.887917331705402546e+00 1.307955073931532097e-01 9.583671146970589028e-02 1.111899529833798624e+03
2.138342880797151846e+00 -9.893427913297422549e+00 1.284958106063724959e-01 9.701748008203102402e-02 1.111901288194359040e+03
2.143775774981498294e+00 -9.898410765813840939e+00 1.291280211878291784e-01 9.545685571194077734e-02 1.111901402489460224e+03
2.126785277092025694e+00 -9.910808030612086483e+00 1.304923351706662737e-01 9.573964219744690585e-02 1.111901934833480937e+03
2.141422656004785541e+00 -9.907941593846198103e+00 1.336770131924991389e-01 9.787948681280615737e-02 1.111902215861069635e+03
2.174202568047091777e+00 -9.899830684366561329e+00 1.299616314250942040e-01 9.942774132449229418e-02 1.111902468622707829e+03
2.143853573146684788e+00 -9.890647657315581043e+00 1.331669953634191383e-01 9.839913212525724928e-02 1.111903019431458461e+03
2.150499959967485886e+00 -9.905898136023033373e+00 1.321460060571011952e-01 9.683172115516480716e-02 1.111903069177496945e+03
2.104102136634490972e+00 -9.909853397606712022e+00 1.308315512729503194e-01 9.871847733935337765e-02 1.111903876829004275e+03
2.160942408425394312e+00 -9.902013420617468142e+00 1.314266545994012270e-01 9.701943197987883405e-02 1.111904392885133120e+03
2.140693912926787235e+00 -9.913176223500148154e+00 1.302885961925832059e-01 9.781234824444051679e-02 1.111904630114626343e+03
2.148726346440111179e+00 -9.892027192241146238e+00 1.345472925408507381e-01 9.988431185414063662e-02 1.111905031935002398e+03
2.129167720209529602e+00 -9.896232349320927213e+00 1.293988113589876199e-01 9.733021694372670507e-02 1.111905036362807778e+03
2.132474829439841901e+00 -9.906566218422227621e+00 1.287847994320966971e-01 9.601808267812228515e-02 1.111905049287165866e+03
2.160028835283124504e+00 -9.883065511008291892e+00 1.275901904084426886e-01 9.795418555717493037e-02 1.111905367134904736e+03
2.171109672388444878e+00 -9.877578216859667748e+00 1.320182406482759696e-01 9.819344336791488437e-02 1.111906168717015362e+03
2.147694688607167279e+00 -9.890054692332554964e+00 1.265333499352823687e-01 9.852166667428063906e-02 1.111906411099554134e+03
2.122505270466045424e+00 -9.910374938476358864e+00 1.262657820402675879e-01 9.904671004176329729e-02 1.111906548864593333e+03
