n log_a5 sigma f_out logL
2.109684163323549910e+00 -9.905971870221222275e+00 1.309186994418798655e-01 9.950242136848408414e-02 1.112310009778769199e+03
2.144284805152201212e+00 -9.906031683619691108e+00 1.332502592445616307e-01 9.813511097692623197e-02 1.112310992917909516e+03
2.179343282486731148e+00 -9.891793105750101844e+00 1.331056986922056762e-01 9.996641297553178485e-02 1.112311274816569266e+03
2.189347173816848180e+00 -9.872065839433890488e+00 1.309432264802636026e-01 9.916676545613270499e-02 1.112311550926152449e+03
2.178117491702631803e+00 -9.889529235615025726e+00 1.295381411077460299e-01 9.759992027093972178e-02 1.112312190268183713e+03
2.172913020182550170e+00 -9.888430386078564283e+00 1.305119171021559277e-01 9.659799326283816101e-02 1.112312684975495131e+03
2.154566083027885437e+00 -9.905758096505230981e+00 1.319478669346752508e-01 9.845691930663763580e-02 1.112312695029541374e+03
2.151725025178702566e+00 -9.887663204790463567e+00 1.261478184045086159e-01 9.984998670509268037e-02 1.112312740616232531e+03
2.157166980366961528e+00 -9.903192665296124630e+00 1.282498455335974175e-01 9.865176684404058927e-02 1.112313975177128214e+03
2.157928781350811676e+00 -9.896133157109678891e+00 1.292101147067967193e-01 9.643002673706399519e-02 1.112314387210758241e+03
2.180320008219267081e+00 -9.879609603068477242e+00 1.267517378188567356e-01 9.955366779127226839e-02 1.112314429128328356e+03
2.114467367321501534e+00 -9.916589825053096163e+00 1.270542465257124554e-01 9.971329075094344241e-02 1.112314549344746410e+03
2.146971110836719987e+00 -9.892880192663351835e+00 1.323237768225097311e-01 9.709637209883355269e-02 1.112315797941257642e+03
2.103406115175423530e+00 -9.918287171003521863e+00 1.316105179257619495e-01 9.888925358128516918e-02 1.112315864725857409e+03
2.148935841530514423e+00 -9.898932480509323284e+00 1.259864862184089662e-01 9.941121263199681479e-02 1.112316351681841297e+03
2.144033409877462937e+00 -9.898690429007716673e+00 1.334428619529862692e-01 9.772592900280342720e-02 1.112317124822754522e+03
2.144577769319246041e+00 -9.899133971445809976e+00 1.339225218334731404e-01 9.854118882252460576e-02 1.112317193706726584e+03
2.128316499718829746e+00 -9.918624308754202090e+00 1.319284979091583931e-01 9.969529184697073498e-02 1.112317578077593453e+03
2.129780603907804881e+00 -9.906268918009212499e+00 1.335188032850610773e-01 9.832025235910409056e-02 1.112317807380555450e+03
2.161728674849479059e+00 -9.903753021752667252e+00 1.287016563725269513e-01 9.950520679789835732e-02 1.112317927872364407e+03
2.132629259999593074e+00 -9.908016285979169169e+00 1.284846793284025734e-01 9.715684171573979455e-02 1.112318077180626915e+03
2.125164365201690941e+00 -9.898918815249041714e+00 1.314840952538316454e-01 9.842943623993628821e-02 1.112318170590921227e+03
2.119169468021498748e+00 -9.910411965895866260e+00 1.321410803998278594e-01 9.746120393050465569e-02 1.112318171404340319e+03
2.153823125073082601e+00 -9.886182453996664066e+00 1.282689211295132137e-01 9.795711055128158984e-02 1.112318421528580984e+03
2.120243188569100656e+00 -9.914765056122957887e+00 1.336077586018467045e-01 9.965247468945442888e-02 1.112319099527598155e+03
2.156033165483376202e+00 -9.896140375221584407e+00 1.272863756216522924e-01 9.788291211746387444e-02 1.112320042246251205e+03
2.130305483893224050e+00 -9.913460146959842234e+00 1.300112772027719465e-01 9.743092429335444005e-02 1.112321375659969362e+03
2.115703214987370018e+00 -9.919407661116053987e+00 1.326809696440346409e-01 9.941009239099143913e-02 1.112322500353663600e+03
2.162892989268969224e+00 -9.882785957355697093e+00 1.322297122049331253e-01 9.831813447301829267e-02 1.112322565647751844e+03
2.155823673914413430e+00 -9.906139465035984415e+00 1.329173303848411036e-01 9.997939703781311138e-02 1.112323096612565905e+03
2.123239543828860931e+00 -9.913643038845979305e+00 1.290460097708103215e-01 9.750444003157476835e-02 1.112323099586410081e+03
2.128718870895140114e+00 -9.911340928960525432e+00 1.332530520950993835e-01 9.839504360906979608e-02 1.112323193779840267e+03
2.146440514350230089e+00 -9.893922871601235514e+00 1.337893455840743484e-01 9.903659672749398624e-02 1.112323894788941516e+03
2.186278926150782009e+00 -9.874265190848813489e+00 1.292037383211358526e-01 9.860275894241361805e-02 1.112323931448141366e+03
2.166692736007401088e+00 -9.883492189359674995e+00 1.296637913257617791e-01 9.697030160248810982e-02 1.112324687959049243e+03
2.160285024638477935e+00 -9.885385540265613002e+00 1.315905342426668123e-01 9.721601744408615853e-02 1.112324805483177897e+03
2.134959853981948541e+00 -9.905898387226542923e+00 1.325060617074739766e-01 9.683713759561823897e-02 1.112325580886928037e+03
2.120665821234964277e+00 -9.901214128602887854e+00 1.303428250306883085e-01 9.823226316150089621e-02 1.112326284268365043e+03
2.130764876913282979e+00 -9.907835636903547183e+00 1.327451249641985187e-01 9.727300782928408052e-02 1.112326443367408274e+03
2.132313439052288651e+00 -9.912024448183180070e+00 1.334377214998239136e-01 9.909336468282634036e-02 1.112326727919863970e+03
2.161762778597408285e+00 -9.897972448988845429e+00 1.317855248231758480e-01 9.700286209387132264e-02 1.112326849147881603e+03
2.111099659265252892e+00 -9.908090101636501501e+00 1.286831585559575775e-01 9.872415449443872060e-02 1.112327162197660982e+03
2.153298827301319385e+00 -9.891015456018958929e+00 1.303543774313069004e-01 9.618729267687244067e-02 1.112327580399008639e+03
2.190920710478823530e+00 -9.883273251268354542e+00 1.317936711510701575e-01 9.901682662164516813e-02 1.112327703024010134e+03
2.107832760069862310e+00 -9.911065129882288716e+00 1.274061301668465984e-01 9.975738864324400212e-02 1.112328489468232874e+03
2.170541723375805976e+00 -9.884785576310267885e+00 1.311764283978130441e-01 9.671321098980568964e-02 1.112329023441363915e+03
2.180913891568661001e+00 -9.879588801014229205e+00 1.296389138379507311e-01 9.750313633918950007e-02 1.112329267316052210e+03
2.150817392461620514e+00 -9.897394352604049317e+00 1.328996811237681541e-01 9.694860856364216628e-02 1.112330249653684405e+03
2.180272832577553999e+00 -9.887580667007728863e+00 1.323555718021309224e-01 9.821880902312796202e-02 1.112330774829949178e+03
2.136331978483356764e+00 -9.891271589876298620e+00 1.300145333231818856e-01 9.852975625069243515e-02 1.112331196404230923e+03
2.149330701874561100e+00 -9.891199312528216936e+00 1.262208937093042271e-01 9.930402124556957089e-02 1.112331230222767772e+03
2.130686021844796052e+00 -9.914137382723033909e+00 1.282246104906326067e-01 9.873784066856788888e-02 1.112331331910157132e+03
2.149408490738431876e+00 -9.887537340271180142e+00 1.308006902655777237e-01 9.759334661886065465e-02 1.112331477832066867e+03
2.188536511490208891e+00 -9.876099806862498554e+00 1.325801978621943822e-01 9.957190019906944634e-02 1.112331529149715152e+03
2.157253789310319192e+00 -9.882341107146690007e+00 1.300096665679491004e-01 9.826978430714597423e-02 1.112331706855553875e+03
2.137379846313094411e+00 -9.909827922623549057e+00 1.291515036480621048e-01 9.740850983140092456e-02 1.112332614921455843e+03
2.104804366916268599e+00 -9.915264818659180079e+00 1.298221609328466253e-01 9.842729767134399121e-02 1.112332731314116245e+03
2.137662310147215194e+00 -9.902381222913124503e+00 1.331005459699103055e-01 9.736667140195462422e-02 1.112333513247554947e+03
2.119807454795871848e+00 -9.910820635932253708e+00 1.297389224919756889e-01 9.696499120159961238e-02 1.112333825806793584e+03
2.191721467020462999e+00 -9.872025423101749908e+00 1.315779082395071575e-01 9.960256590876660765e-02 1.112334239825582699e+03
2.170318868909077992e+00 -9.884768988000050882e+00 1.330254661358055701e-01 9.823378478513136725e-02 1.112334624849789179e+03
2.106720661988410903e+00 -9.909219086123350451e+00 1.315338061018606064e-01 9.962919804047447314e-02 1.112334873303403583e+03
2.192757362804848675e+00 -9.884291970476859035e+00 1.287079316192185074e-01 9.970706353709679615e-02 1.112335028537440394e+03
2.156210759587167125e+00 -9.902957880941745117e+00 1.309033842281682458e-01 9.734467810321323356e-02 1.112336222149666355e+03
2.139135879813359953e+00 -9.901605706469531754e+00 1.293480632871857883e-01 9.620941321743511909e-02 1.112336267523280412e+03
2.159182439993134306e+00 -9.889880237602589830e+00 1.334095672883283401e-01 9.819051853687561782e-02 1.112336466267760898e+03
2.181618707528906853e+00 -9.886428937031791264e+00 1.281180907837825567e-01 9.853455544678457745e-02 1.112337149754239363e+03
2.150336955902069747e+00 -9.887499721866383595e+00 1.310477967477368666e-01 9.755222071607565215e-02 1.112337193949748780e+03
2.133442738407241190e+00 -9.900207266244255067e+00 1.273796727603119794e-01 9.799703702814929751e-02 1.112337570422352883e+03
2.122816806264685052e+00 -9.912618256594239341e+00 1.275290554269969678e-01 9.857466703341490055e-02 1.112337818376774521e+03
2.149127970796758547e+00 -9.886099384686083624e+00 1.299847062795608243e-01 9.811755041323319548e-02 1.112338078333635622e+03
2.142669156047125600e+00 -9.893895064688564389e+00 1.305730584426313956e-01 9.657469925829997859e-02 1.112338187923873647e+03
2.114141421810984856e+00 -9.910193108066490453e+00 1.266050271643333613e-01 9.988563120822686880e-02 1.112338209275691270e+03
2.138108832315777086e+00 -9.898802552107465402e+00 1.316759552925043653e-01 9.643107255327004745e-02 1.112338312217650355e+03
2.188014525492937956e+00 -9.878316718862677703e+00 1.328694239563594781e-01 9.961223396004045827e-02 1.112338437779608284e+03
2.154406056722211638e+00 -9.901745543952262807e+00 1.327825296398138788e-01 9.771977384002959732e-02 1.112338518838089385e+03
2.162151350026161545e+00 -9.903277776607481542e+00 1.303993545934612197e-01 9.873308417120696401e-02 1.112339043491905613e+03
2.154127690695273323e+00 -9.905743595791749456e+00 1.301616213565381375e-01 9.807044186586283407e-02 1.112339241296514956e+03
2.149587845877539038e+00 -9.882993121164904693e+00 1.299613252440572353e-01 9.953365585205806165e-02 1.112339735839301966e+03
2.111587407836825747e+00 -9.922705412930099556e+00 1.312480615434153397e-01 9.933363927062278942e-02 1.112340118758878134e+03
2.141728714221764029e+00 -9.895176468924532287e+00 1.304895661639326188e-01 9.640064215372146084e-02 1.112340246130046125e+03
2.146988108926537020e+00 -9.886141707503400156e+00 1.306726333622489078e-01 9.865203873970390669e-02 1.112340615866873577e+03
2.150835295943266168e+00 -9.903468511510997274e+00 1.339704417521105362e-01 9.961228069705624355e-02 1.112340743135579487e+03
2.134148602679807993e+00 -9.913965491570699839e+00 1.291367409760216800e-01 9.845737369316115428e-02 1.112341395164087317e+03
2.151695618595852455e+00 -9.903992807788370101e+00 1.332662309875094486e-01 9.863427625261300680e-02 1.112341546970319541e+03
2.143821571640296852e+00 -9.897749434073130459e+00 1.257367657126255978e-01 9.968288118964246936e-02 1.112342702197809103e+03
2.123430184531650777e+00 -9.900703090717009047e+00 1.318285150517610749e-01 9.848622545458503297e-02 1.112343151137634322e+03
2.153244910555279112e+00 -9.889011376065441894e+00 1.330420667926475453e-01 9.838688221012724389e-02 1.112343271847798860e+03
2.131195931843751445e+00 -9.909562569765128615e+00 1.327069209306787623e-01 9.748527913391251409e-02 1.112343477366785919e+03
2.166488753860008387e+00 -9.901950935327203496e+00 1.287275996677432754e-01 9.987606745801540231e-02 1.112343638440477662e+03
2.149456730027858864e+00 -9.897909792585680933e+00 1.255981548836486716e-01 9.996788155985104896e-02 1.112345993454818881e+03
2.164867598869860910e+00 -9.898050705107806380e+00 1.279739288470243541e-01 9.862257642040520023e-02 1.112346845198107758e+03
2.151512946692056616e+00 -9.889713546875292138e+00 1.294215856277444732e-01 9.678047262571287668e-02 1.112346962406377315e+03
2.199675997582612563e+00 -9.875356860425643646e+00 1.299588468376305372e-01 9.930754166942770689e-02 1.112347399836589830e+03
2.126995682011184829e+00 -9.907718342072648454e+00 1.340219334547891050e-01 9.962769751946723429e-02 1.112347785210549318e+03
2.188146192698525283e+00 -9.883657679367118476e+00 1.272536515268958279e-01 9.996765560376151549e-02 1.112347831319878878e+03
2.160202124476511276e+00 -9.891892219689633947e+00 1.258267162652388915e-01 9.972155814781503980e-02 1.112347949675859581e+03
2.157381191061531034e+00 -9.898347596799316861e+00 1.298614233614064917e-01 9.648306130282097159e-02 1.112348106917877885e+03
2.166223809562215052e+00 -9.884414109695226713e+00 1.262783405053631569e-01 9.953498629714896406e-02 1.112348883263024618e+03
2.180188000219850153e+00 -9.874159630535540799e+00 1.311718350901691088e-01 9.910866430218009948e-02 1.112349362609394575e+03
2.181409901789702399e+00 -9.891128942603888419e+00 1.319138156150078123e-01 9.901836483779274944e-02 1.112349385120739043e+03
2.136896142777890084e+00 -9.914857851210147288e+00 1.314601207675281658e-01 9.907862567758221606e-02 1.112349759403229882e+03
2.167715285548938109e+00 -9.900320319713637573e+00 1.325385382760226882e-01 9.980726923505606196e-02 1.112349867071557810e+03
2.140357667752434967e+00 -9.900944310305659357e+00 1.324012176707705657e-01 9.659407252827519053e-02 1.112349976690448557e+03
2.106179988537624226e+00 -9.925010663441851122e+00 1.304051978308250481e-01 9.982062570001649926e-02 1.112350064929500604e+03
2.132743450097277726e+00 -9.899526509985076217e+00 1.263750605425891793e-01 9.928534318308525342e-02 1.112350312527838014e+03
2.175462394155403878e+00 -9.889300762366529440e+00 1.317079790753738766e-01 9.732264319840909506e-02 1.112350401727170265e+03
2.107926406050888879e+00 -9.914301753530722294e+00 1.305833508517539321e-01 9.804775461081402521e-02 1.112350568385884117e+03
2.113363223305865013e+00 -9.905398810004243160e+00 1.287147954995792598e-01 9.894265363481966058e-02 1.112351964546730414e+03
2.134381485280662183e+00 -9.897407170347229055e+00 1.321220141061693609e-01 9.757852107108268280e-02 1.112352465410124523e+03
2.183550563992481042e+00 -9.884427945343002619e+00 1.298789077802954273e-01 9.763092832762970685e-02 1.112352500829351811e+03
2.163356915380072465e+00 -9.884587658214753603e+00 1.303304570744522328e-01 9.688780435804117408e-02 1.112353430521965038e+03
2.153312041141322908e+00 -9.903910828962338542e+00 1.267800452866303385e-01 9.990891223494123563e-02 1.112353812203737107e+03
2.118069141856796733e+00 -9.907139857406939143e+00 1.321064518515862318e-01 9.805253825186499572e-02 1.112354150715219930e+03
2.130589230478821428e+00 -9.916091199986162508e+00 1.307278597266389730e-01 9.843294484857718907e-02 1.112354302959287907e+03
2.109248637915140723e+00 -9.907824580850036256e+00 1.301722674205306740e-01 9.888780565140414813e-02 1.112356352396646344e+03
2.178624612689647577e+00 -9.885581825355764352e+00 1.302579190000588416e-01 9.709161040073388538e-02 1.112357266116792744e+03
2.130046000556630403e+00 -9.899541146514501122e+00 1.325361012900756197e-01 9.816785088581059249e-02 1.112357308519892740e+03
2.186494668525809537e+00 -9.879435713107101336e+00 1.322846118894096534e-01 9.869095759614436580e-02 1.112357512908790341e+03
2.157665993776080704e+00 -9.878964688909686487e+00 1.290359919385274390e-01 9.998419284503466675e-02 1.112357932738514592e+03
2.153119092457647987e+00 -9.893900542677044996e+00 1.292857818221878619e-01 9.624392227248394771e-02 1.112358020258588567e+03
2.148187805440096909e+00 -9.890495655151303467e+00 1.333032288170008239e-01 9.910219886362858777e-02 1.112358441951761733e+03
2.169728273057507817e+00 -9.898834071346625407e+00 1.327909672492425253e-01 9.998111839192883044e-02 1.112358688667303795e+03
2.167114852486331955e+00 -9.876042381248876012e+00 1.292222490058289042e-01 9.963746821447432012e-02 1.112359216076518578e+03
2.143616060202780282e+00 -9.896064227784897582e+00 1.319483223472203703e-01 9.657516276182942505e-02 1.112359491330666742e+03
2.117214032750215580e+00 -9.908353739987852293e+00 1.267979272606459817e-01 9.947545243129074510e-02 1.112359731509617177e+03
